"icd10cm","icd10cm_str","phecode","phecode_str","exclude_range","exclude_name","leaf","rollup"
"T58.8","Toxic effect of carbon monoxide from other source","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.92","Toxic effect of carbon monoxide from unspecified source, intentional self-harm","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.2X3A","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, assault, initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.93XA","Toxic effect of carbon monoxide from unspecified source, assault, initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.2X3","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, assault","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X2","Toxic effect of carbon monoxide from other source, intentional self-harm","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.04XS","Toxic effect of carbon monoxide from motor vehicle exhaust, undetermined, sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.13XA","Toxic effect of carbon monoxide from utility gas, assault, initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X4S","Toxic effect of carbon monoxide from other source, undetermined, sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.12XA","Toxic effect of carbon monoxide from utility gas, intentional self-harm, initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.2X2S","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.94","Toxic effect of carbon monoxide from unspecified source, undetermined","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X1A","Toxic effect of carbon monoxide from other source, accidental (unintentional), initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.2X3D","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, assault, subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.94XS","Toxic effect of carbon monoxide from unspecified source, undetermined, sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.9","Toxic effect of carbon monoxide from unspecified source","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X1S","Toxic effect of carbon monoxide from other source, accidental (unintentional), sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.93XS","Toxic effect of carbon monoxide from unspecified source, assault, sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.91XA","Toxic effect of carbon monoxide from unspecified source, accidental (unintentional), initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.91XD","Toxic effect of carbon monoxide from unspecified source, accidental (unintentional), subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.2X1S","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, accidental (unintentional), sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X4D","Toxic effect of carbon monoxide from other source, undetermined, subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.01XA","Toxic effect of carbon monoxide from motor vehicle exhaust, accidental (unintentional), initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.14XA","Toxic effect of carbon monoxide from utility gas, undetermined, initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.01XD","Toxic effect of carbon monoxide from motor vehicle exhaust, accidental (unintentional), subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.92XD","Toxic effect of carbon monoxide from unspecified source, intentional self-harm, subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.2X2","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X2S","Toxic effect of carbon monoxide from other source, intentional self-harm, sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.91","Toxic effect of carbon monoxide from unspecified source, accidental (unintentional)","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.2X1D","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, accidental (unintentional), subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.93XD","Toxic effect of carbon monoxide from unspecified source, assault, subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.2X2D","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.12","Toxic effect of carbon monoxide from utility gas, intentional self-harm","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.93","Toxic effect of carbon monoxide from unspecified source, assault","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X","Toxic effect of carbon monoxide from other source","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.02XA","Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.14XS","Toxic effect of carbon monoxide from utility gas, undetermined, sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X3","Toxic effect of carbon monoxide from other source, assault","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.2X4S","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, undetermined, sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X1D","Toxic effect of carbon monoxide from other source, accidental (unintentional), subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.14","Toxic effect of carbon monoxide from utility gas, undetermined","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.12XS","Toxic effect of carbon monoxide from utility gas, intentional self-harm, sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.04XA","Toxic effect of carbon monoxide from motor vehicle exhaust, undetermined, initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X3S","Toxic effect of carbon monoxide from other source, assault, sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.04","Toxic effect of carbon monoxide from motor vehicle exhaust, undetermined","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X4","Toxic effect of carbon monoxide from other source, undetermined","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.2X4","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, undetermined","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.2X2A","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.02XD","Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X3A","Toxic effect of carbon monoxide from other source, assault, initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.13XD","Toxic effect of carbon monoxide from utility gas, assault, subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.13XS","Toxic effect of carbon monoxide from utility gas, assault, sequela","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.8X2A","Toxic effect of carbon monoxide from other source, intentional self-harm, initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.03XD","Toxic effect of carbon monoxide from motor vehicle exhaust, assault, subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.12XD","Toxic effect of carbon monoxide from utility gas, intentional self-harm, subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.03","Toxic effect of carbon monoxide from motor vehicle exhaust, assault","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.03XA","Toxic effect of carbon monoxide from motor vehicle exhaust, assault, initial encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.11","Toxic effect of carbon monoxide from utility gas, accidental (unintentional)","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
"T58.11XD","Toxic effect of carbon monoxide from utility gas, accidental (unintentional), subsequent encounter","986","Toxic effect of carbon monoxide","981-989.99","injuries & poisonings","1","1"
